title,project,topic
"If an animation is run on the same view twice, onAnimationEnd() is not called the second time.",robolectric,TOPIC1
"Exception in thread "Thread-64" java.lang.RuntimeException: Unexpected call to execute, no pending responses are available.",robolectric,TOPIC1
"RoboSharedPreferences issue in 3.0-rc2",robolectric,TOPIC1
"Robolectric doesn't recognize decimal based dp dimensions without a leading 0 ",robolectric,TOPIC1
"Resource not found for ShareActionProvider with AppCompat 22.1.0",robolectric,TOPIC1
"android.support.v7.app.AlertDialog crash when try to open",robolectric,TOPIC1
"XmlFileBuilder#getAttributeUnsignedIntValue improperly implemented.",robolectric,TOPIC1
"FileNotFoundException with <include layout=.../> tag",robolectric,TOPIC1
"Endless re-queing ui task with EditText",robolectric,TOPIC1
"openRawResource() returns null for library resources",robolectric,TOPIC1
"AnimatorSet listeners no longer called",robolectric,TOPIC1
"meta-data tag not parsed correctly in AndroidManifest.xml",robolectric,TOPIC1
"Lint/DuplicateMethods false-positive for dynamically-created classes inside methods",rubocop,TOPIC1
"AllCops "Exclude" directory is not excluding .irbrc or .pryrc files",rubocop,TOPIC1
"Layout/MultilineMethodCallIndentation autofix lines not aligned",rubocop,TOPIC1
"Special global variables should not be auto corrected",rubocop,TOPIC1
"False positive on Performance/RegexpMatch",rubocop,TOPIC1
"Incorrect Style/SafeNavigation behavior in clauses with multiple rule violation",rubocop,TOPIC1
"Lint/DuplicateMethods for classes inside `class << self` of parent module",rubocop,TOPIC1
"`Rails/DynamicFindBy` false-positives on `Gem::Specification.find_by_name`",rubocop,TOPIC1
"Style/SafeNavigation throws an offense and can autocorrect into a style that violates another cop (Lint/SafeNavigationChain)",rubocop,TOPIC1
"Incorrect Layout/IndentationWidth behaviour on multiple modifiers",rubocop,TOPIC1
"Performance/StartWith false positive",rubocop,TOPIC1
"Rubocop undecided between Style/GuardClause and Style/MultilineIfModifier",rubocop,TOPIC1
"Method missing cop and BasicObject",rubocop,TOPIC1
"Newer versions fail to auto correct stdin",rubocop,TOPIC1
"SpaceAroundOperators raised when the previous aligned line has brackets",rubocop,TOPIC1
"Style/TrailingWhitespace marks offenses when whitespace is in a string",rubocop,TOPIC1
"Style/StringLiteralsInInterpolation probably shouldnâ€™t trigger inside a heredoc",rubocop,TOPIC1
"Bug in Autocorrect for Layout/IndentHeredoc",rubocop,TOPIC1
"Style/TernaryParentheses autocorrect changes code intent",rubocop,TOPIC1
"MultilineMethodCallIndentation inconsistently applied",rubocop,TOPIC1
"Comma in wrong place after Style/MultilineHashBraceLayout (syntax error) when trailing comment",rubocop,TOPIC1
"[Performance/RegexpMatch] Introducing bug on `foo =~ /re/` to `foo.match?(/re/)`",rubocop,TOPIC1
"Error when EnforcedStyle is not supported but given",rubocop,TOPIC1
"Style/Filename gives wrong diagnostic for some known ruby file names",rubocop,TOPIC1
"Unexpected Style/HashSyntax consistency offence",rubocop,TOPIC1
"Rails/FindBy doesnâ€™t look at arguments to `where`",rubocop,TOPIC1
"False positive in Rails/FilePath cop",rubocop,TOPIC1
"Bug of Style/NumericPredicate",rubocop,TOPIC1
"Style/AlignHash conflicts with Style/AlignParameters",rubocop,TOPIC1
"Exceptions in non-cops can suggest regular classes are cops",rubocop,TOPIC1
"False positive from `Lint/UselessAssignment` with if/unless modifier",rubocop,TOPIC1
"Style/TrailingCommaInArguments false positive with interpretation of multi-lined arguments?",rubocop,TOPIC1
"Casecmp autocorrect to .zero? can fail is the & operator is used",rubocop,TOPIC1
"0.50.0: Style/InfiniteLoop autocorrection breaks variable scope",rubocop,TOPIC1
"Inconsistent treatment of aligned array params by Style/ExtraSpacing cop",rubocop,TOPIC1
"Can't put custom cops into rubocop_todo.yml",rubocop,TOPIC1
"Style/ElseAlignment should have a consistent option",rubocop,TOPIC1
"EndAlignment and ConditionalAssigment cops disagree about shovel as assignment",rubocop,TOPIC1
"SASS Timeout during compiling - CentOS 6/Cloudlinux 6.9",sass,TOPIC1
"Autocompile problem with watch",sass,TOPIC1
"Source Range of CommentNode after @if is incorrect",sass,TOPIC1
"a nested @import with an @if inside removes the nesting",sass,TOPIC1
"Bug with handling / in interpolation",sass,TOPIC1
"The method `invalid_content_parent` is never called",sass,TOPIC1
"Error: @charset may only be used at the root of a document.",sass,TOPIC1
"posibility to use new css specs in combination with sass?",sass,TOPIC1
"Nested media queries using the "not" keyword should not be merged",sass,TOPIC1
"No error reported when @extend fails and the extender contains certain combinators",sass,TOPIC1
"REPL output of division of complex units is inconsistent",sass,TOPIC1
"Unexpected output from @extend with the child combinator (>)",sass,TOPIC1
"v3.4.14 not resolve relative @import from stdin",sass,TOPIC1
"The sass executable shouldn't implicitly switch to --update",sass,TOPIC1
"Duplicate classes are removed from selector when extending",sass,TOPIC1
"unquote should raise an error for non-strings",sass,TOPIC1
"Windows cache problem",sass,TOPIC1
"Extra arguments passed to fixed arity function don't cause error",sass,TOPIC1
"Nested `&` will result strange line break with `nested` or `extended` style",sass,TOPIC1
"wrong number of arguments (1 for 2) for `mix'",sass,TOPIC1
"Buggy javassist library dependency with 2.0.0.M6",spring-boot,TOPIC1
"application-{$profile} yaml, reading order is weird",spring-boot,TOPIC1
"DevToolsDataSourceAutoConfiguration fails when FactoryBean in Spring XML",spring-boot,TOPIC1
"ConfigurationMetadataProcessor fails with StackOverFlowError if configuration properties contain a cycle",spring-boot,TOPIC1
"ContextIdApplicationContextInitializer doesn't produce unique IDs, breaking contract of ApplicationContext.getId()",spring-boot,TOPIC1
"WebFlux applications do not support X-Forwarded-* request headers",spring-boot,TOPIC1
"Incremental compilation does not keep metadata for `NestedConfigurationProperty`",spring-boot,TOPIC1
"JmsHealthIndicator can hang in case failover with infinite max reconnects is used with ActiveMQ",spring-boot,TOPIC1
"Intermittent webflux test failures due to timeouts",spring-boot,TOPIC1
"Potential Bug: data.sql imports twice",spring-boot,TOPIC1
"JSPs do not work with Java 9 when not running a packaged application",spring-boot,TOPIC1
"Map all non-core jdk types to something that JMX clients know about",spring-boot,TOPIC1
"Bug in `MessageSourceAutoConfigration#ResourceBundleCondition` or documentation of field `basename` in `MessageSourceAutoConfiguration` misleading",spring-boot,TOPIC1
"Recreation of /tmp/tomcat* directory incase its deleted during file upload",spring-boot,TOPIC1
"Management endpoint Tomcat connector picks up general server properties",spring-boot,TOPIC1
"Running executable jar does not properly handle space or asterisk in RUN_ARGS",spring-boot,TOPIC1
"JUL-based logging performed during close of application context is lost",spring-boot,TOPIC1
"The Elasticsearch health indicator uses a potentially heavy call to check its status",spring-boot,TOPIC1
"Devtools restart does not work with reactor-netty",spring-boot,TOPIC1
"BackgroundPreinitializer breaks initialization of DefaultFormattingConversionService",spring-boot,TOPIC1
"TestRestTemplate replaces custom HttpClients",spring-boot,TOPIC1
"@Scheduled annotation does not work in test if bean is annotated with @SpyBean",spring-boot,TOPIC1
"Remote Spring Boot devtools unable to restart application if a dependency has autowire candidates that the main application uses ",spring-boot,TOPIC1
"HATEOAS: ResponseEntity<Resource> from @ExceptionHandler method not converted to HAL",spring-boot,TOPIC1
"Problem with Eclipse formatter",spring-boot,TOPIC1
"SpringProfileDocumentMatcher does not work as expected",spring-boot,TOPIC1
"By default EmbeddedDb isn't closed in the end of contex",spring-boot,TOPIC1
"create-drop does not work with Apache Derby",spring-boot,TOPIC1
"`@ConditionalOnProperty` does not handle lists properly",spring-boot,TOPIC1
"@SpyBean on Data Jpa Repository bean isn't working",spring-boot,TOPIC1
"SLF4JBridgeHandler is removed after (POST) /refresh",spring-boot,TOPIC1
"Logged auto-configuration report doesn't include conditions evaluated in child contexts",spring-boot,TOPIC1
"Actuator with management.port takes the same WebMvcConfigurerAdapter",spring-boot,TOPIC1
"Spring security + boot with @EnableGlobalMethodSecurity and Custom MethodSecurityExpressionHandler @Bean throws exceptions fails to start. ",spring-boot,TOPIC1
"Slf4JLoggingSystem should also configure JUL levels",spring-boot,TOPIC1
"Exceptions thrown in ControllerAdvice class are not handled correctly",spring-boot,TOPIC1
"Have assembly/module load events report if image contains R2R codegen",coreclr,TOPIC2
"[JIT] Range check elimination",coreclr,TOPIC2
"[Arm64] Design Implement Intrinsic Support",coreclr,TOPIC2
"[RyuJIT] Improve SSA construction throughput",coreclr,TOPIC2
"Optimize Span.Copy and Span.TryCopyTo",coreclr,TOPIC2
"PAL_VirtualUnwindOutOfProc isn't implemented for non x64 platforms",coreclr,TOPIC2
"Rethink the Microsoft.NETCore.ILAsm NuGet package",coreclr,TOPIC2
"[Infrastructure] Add header files to native Visual Studio coreclr projects",coreclr,TOPIC2
"Add command to dotnet CLI to download symbols for runtime and libraries",coreclr,TOPIC2
"ARM JIT support for "jump stamps" for ReJIT",coreclr,TOPIC2
"[RyuJIT/arm64] Determine treatment of special regs",coreclr,TOPIC2
"JIT: Allow CALLEE_IS_FORCE_INLINE precedent over CALLEE_DOES_NOT_RETURN",coreclr,TOPIC2
"Modify interlocked nodes to take an indirection",coreclr,TOPIC2
"Blocking issues for profiler APIs on ARM32/64",coreclr,TOPIC2
"Create OverridePackageSource property and use it for build-from-packages source",coreclr,TOPIC2
"Refactor `emitter::instrDesc` and supporting code for XARCH",coreclr,TOPIC2
"Suggestion: enhance Method Load event records to indicate what kind of code the jit produced",coreclr,TOPIC2
"Improve GTF_EXCEPT consistency",coreclr,TOPIC2
"Reduce the number of runtime dependencies required to be installed",coreclr,TOPIC2
"Build Microsoft.DotNet.BuildTools.Coreclr from source in the open",coreclr,TOPIC2
"JIT: type assertion prop doesn't know declared types for args or locals",coreclr,TOPIC2
"JIT: some ideas on high-level representation of runtime operations in IR",coreclr,TOPIC2
"Move disable warning options from compileoptions.cmake to warningcontrol.h",coreclr,TOPIC2
"[RyuJIT] Poor CQ/RA if method parameter is used directly",coreclr,TOPIC2
"JIT: cleanup box/unbox/copy after known successful type equality check",coreclr,TOPIC2
"Microsoft.ExtendedReflection support for CoreClr",coreclr,TOPIC2
"Jit always null checks x64 VSD calls, even if it's proven the object can't be null",coreclr,TOPIC2
"Unreachable try/catch not elided by JIT",coreclr,TOPIC2
"Rename FEATURE_SET_FLAGS to LEGACY_SET_FLAGS",coreclr,TOPIC2
"[RyuJIT] Enable CORINFO_INTRINSIC Round, Ceiling, and Floor to generate ROUNDSS and ROUNDSD",coreclr,TOPIC2
"Enable multi-byte NOP in RyuJIT/x86",coreclr,TOPIC2
"[RyuJIT] Add support for bswap",coreclr,TOPIC2
"[Arm64] Review/implement cost estimates in gtSetEvalOrder",coreclr,TOPIC2
"[Arm64] Review/revise code in genAllocLclFrame",coreclr,TOPIC2
"[Arm64] Implement IsCallTargetInRange correctly",coreclr,TOPIC2
"[Arm] Implement inst_SET and cleanup ",coreclr,TOPIC2
"Weird failure returning multiple levels up the call stack",coreclr,TOPIC2
"RyuJIT: fgDebugCheckBBlist (or similar) should check loop annotations",coreclr,TOPIC2
"Improve lock contention problem on Linux ",coreclr,TOPIC2
"[Arm64] Implement GT_INTRINSIC lowering?",coreclr,TOPIC2
"[RyuJIT/ARM32] Support fast tail call optimization",coreclr,TOPIC2
"[RyuJIT] Improve heuristic for zero-initialization of locals",coreclr,TOPIC2
"JIT optimize block copy with offset",coreclr,TOPIC2
"[RyuJIT][LSRA] Let variables within a loop use register first",coreclr,TOPIC2
"Unnecessary extra and instruction in uint % 256",coreclr,TOPIC2
"[Arm64/Windows] Optimize JIT_WriteBarriers",coreclr,TOPIC2
"[Arm64/Windows] Add JIT_Stelem_Ref helper",coreclr,TOPIC2
"Use `GT_IND(GT_INDEX_ADDR))` in debuggable code.",coreclr,TOPIC2
"JIT optimization: tail merge",coreclr,TOPIC2
"JIT: disambiguate loads/stores of different byref-exposed locals",coreclr,TOPIC2
"JIT: eliminate store-to-load redundancies through byrefs and unmanaged pointers",coreclr,TOPIC2
"[RyuJIT][LSRA] Restructure LinearScan::isAssigned to improve efficiency",coreclr,TOPIC2
"Jit: Long method Jit time for ImmutableList.Enumerator.Dispose",coreclr,TOPIC2
"LclVars and throughput",coreclr,TOPIC2
"Revisit the strategy for fail fasts from compInlineResult->NoteFatal.",coreclr,TOPIC2
"JIT: Add too many locals check to lvaGrabTemps",coreclr,TOPIC2
"[RyuJIT] Integer Promotion Elimination on GT_CAST",coreclr,TOPIC2
"[RyuJIT] Unify handling of nodes that produce multiple registers",coreclr,TOPIC2
"Investigate extra methods jitted when running simple app on Linux",coreclr,TOPIC2
"Calls to Interlocked.CompareExchange<T> prevents inlining",coreclr,TOPIC2
"double.ToString("R") not working for certain number on x64",coreclr,TOPIC2
"15% perf delta between array access and span access",coreclr,TOPIC2
"[ARM32] Consider setting BBF_FINALLY_TARGET immediately before codegen",coreclr,TOPIC2
"[RyuJIT-AMD64] Miss addressing mode optimization",coreclr,TOPIC2
"Consider creating a ranged version of CORINFO_HELP_ASSIGN_BYREF",coreclr,TOPIC2
"[RyuJIT/ARM32] Full list of NYI_ARM",coreclr,TOPIC2
"[RyuJIT] Get rid of TYP_CHAR and use TYP_USHORT instead",coreclr,TOPIC2
"ProfToEEInterfaceImpl::DoStackSnapshot can only be called from the same thread on non Windows platforms",coreclr,TOPIC2
"[ARM32] Legacy vs. Ryu performance",coreclr,TOPIC2
"x64 helper call perf optimization opportunities",coreclr,TOPIC2
"JIT: indirect jump table for small dense switch probably suboptimal",coreclr,TOPIC2
"[RyuJIT][LSRA] Dump the `operandToLocationInfoMap` repeatably",coreclr,TOPIC2
"JIT: inefficient codegen for calls returning 16-byte structs on Linux x64",coreclr,TOPIC2
"JIT: inefficient multidimensional array access vis Jit32 (and in general)",coreclr,TOPIC2
"JIT: Missed bounds check vs Jit32",coreclr,TOPIC2
"JIT: examples where loop cloning is not useful",coreclr,TOPIC2
"Revisit when to use RBP frames on x64 with SysV ABI",coreclr,TOPIC2
"Jit x86: improve codegen for compares with long statics",coreclr,TOPIC2
"Examples where RyuJit x86 has more integer spills/reloads/movs than Jit32",coreclr,TOPIC2
"Examples where x64 Linux codegen has more integer spill/reloads than Windows",coreclr,TOPIC2
"Need some telemetry in createdump",coreclr,TOPIC2
"Make SOS/SOS.NETCore coreclr build version independent",coreclr,TOPIC2
"Improve write barrier codegen for struct copies and indirect stores through opaque byrefs.",coreclr,TOPIC2
"Enable RIP-relative addressing for JIT access to class statics on x64 non-windows",coreclr,TOPIC2
"Implement __assume for non-windows builds",coreclr,TOPIC2
"Builds on linux fail to produce a native build log in `bin\Logs`",coreclr,TOPIC2
"Improve the error handling of jit failures to identify when profiler provided IL is in use",coreclr,TOPIC2
"Improve SOS so that it displays profiler modified IL for functions",coreclr,TOPIC2
"Methods with calli fail to inline because of unsupported opcode",coreclr,TOPIC2
"[*nix|arm64] canFastTailCall will always report false for non-enregisterable structs",coreclr,TOPIC2
"[RyuJIT] Range check phase effectivness",coreclr,TOPIC2
"Tiered jitting: Design/Implement appropriate diagnostics",coreclr,TOPIC2
"Tiered jitting: Implement additional profiler APIs",coreclr,TOPIC2
"[RyuJit/x64] Generates extra movsxd when using a byte value as an address offset",coreclr,TOPIC2
"[RyuJIT] Recognize and optimize constant set membership tests",coreclr,TOPIC2
"[RyuJIT][XArch] Avoid contained immediate for binary op with lclVar",coreclr,TOPIC2
"Evaluate RyuJIT logic for generating return blocks",coreclr,TOPIC2
"Evaluate enabling constant folding on non-target-specific intrinsics",coreclr,TOPIC2
"Make inliner more aggressive if the root method is not shared and invokes shared methods",coreclr,TOPIC2
"Investigate release/2.0.0 x64 vs x86 throughput differences",coreclr,TOPIC2
"Improve the usefulness of operator kinds w.r.t. operand access.",coreclr,TOPIC2
"[Memory consumption] Remove relocations for Readonly section",coreclr,TOPIC2
"Thread.Name should use SetThreadDescription",coreclr,TOPIC2
"[RyuJIT] Use a backward traversal for Decomp and Lowering",coreclr,TOPIC2
"Different codegen for `return cond;` vs `if (cond) return true; return false;`",coreclr,TOPIC2
"Model physical resource liveness in LIR",coreclr,TOPIC2
"RyuJIT seems to recreate delegates for closures declared within generic methods",coreclr,TOPIC2
"Consider detecting and throwing BADCODE exception when missing box on call argument.",coreclr,TOPIC2
"[ILASM] Add option to produce deterministic outputs",coreclr,TOPIC2
"CodeGen should be updated to support the FMA instruction set",coreclr,TOPIC2
"Debugger.Launch doesn't work correctly on coreclr on Windows",coreclr,TOPIC2
"Fix Interface Dispatch to emit unwind and naming information for profiling",coreclr,TOPIC2
"Add support for not breaking Windows build on warnings",coreclr,TOPIC2
"Emit AVX-512 vector instructions",coreclr,TOPIC2
"[Linux] How to view static fields of generics in SOS?",coreclr,TOPIC2
"[Arm64/Unix] Support ARMv8 Extensions - Atomics (long term optimization)",coreclr,TOPIC2
"JIT: RunOnGPUAttribute",coreclr,TOPIC2
"JIT: optimization: could refine set of fields flagged `GTF_FLD_INITCLASS`",coreclr,TOPIC2
"Extra zeroing with structs and inlining",coreclr,TOPIC2
"JIT optimization: value re-numbering in CSE doesn't help span loops as much as array loops",coreclr,TOPIC2
"Running dotnet core in a read-only container",coreclr,TOPIC2
"Interlocked.CompareExchange missing for uint, ulong and (if possible) general structs.",coreclr,TOPIC2
"Would it be possible to resize arrays without reallocating?",coreclr,TOPIC2
"[ARM32] Display wrong register number for double registers",coreclr,TOPIC2
"JIT optimization: generalized relational assertion prop",coreclr,TOPIC2
"JIT optimization: loop head alignment",coreclr,TOPIC2
"JIT optimization: loop unrolling",coreclr,TOPIC2
"Use stelm.ref helper calls towards array bounds check assertions and range check elimination",coreclr,TOPIC2
"RyuJit doesn't CSE unmanaged memory reads",coreclr,TOPIC2
"[Arm64] Use Half barriers and Load-Acquire Store Release to Implement IL Volatile Prefix",coreclr,TOPIC2
"Remove un-needed target when upgrading to v2 BuildTools",coreclr,TOPIC2
"Enable tail recursion elimination for methods with struct parameters or returns",coreclr,TOPIC2
"Implement machine dependent peephole optimizer at lower time",coreclr,TOPIC2
"Out of memory exception in JIT/Regression/JitBlue/DevDiv_255294 ",coreclr,TOPIC2
"[LSRA] Add facility to do register preferencing across multiple related intervals",coreclr,TOPIC2
"Propagate exceptions thrown in the Globalization managed callbacks",coreclr,TOPIC2
"Enable register/stack value tracker to remove opportunistic copy/redef",coreclr,TOPIC2
"Enable target dependent address mode building",coreclr,TOPIC2
"Represent the secret stub arg passed to the PInvoke frame initializer using a lclVar.",coreclr,TOPIC2
"Variable lifetime issue with x64 JIT",coreclr,TOPIC2
"[RyuJIT][LSRA] Consider pre-allocating high-frequency lclVars",coreclr,TOPIC2
"[RyuJIT] Fully enregister structs that fit into a single register when profitable",coreclr,TOPIC2
"[RyuJIT][LSRA] Improve efficiency of VarToRegMaps",coreclr,TOPIC2
"Jit: simplify chain of gc - nogc - gc casts from span ctor",coreclr,TOPIC2
"[RyuJIT][LSRA] Consider using a different selection order for tree temps than for vars",coreclr,TOPIC2
"[RyuJIT][LSRA] Improve heuristics for allocating incoming parameters.",coreclr,TOPIC2
"[RyuJIT][LSRA] Evaluate jit-time impact of recording preferences at each kill",coreclr,TOPIC2
"[RyuJIT][LSRA] Take register encoding sizes into account",coreclr,TOPIC2
"[LSRA][RyuJIT] Spill single-def vars at def, if def weight is lower than use(s) weight",coreclr,TOPIC2
"[RyuJIT][CQ] LSRA: Investigate separating cross-block lclVars from intra-block lclVars",coreclr,TOPIC2
"Way to increase x64 GC aggressiveness? (as per x86)",coreclr,TOPIC2
"Consider extending Linux core dumps format to include code sections",coreclr,TOPIC2
"Build.cmd should check the version ID of cmake before proceeding",coreclr,TOPIC2
"RyuJIT: Add unreachable code removal pass",coreclr,TOPIC2
"[RyuJIT/ARM32] Refine LSRA to support double register allocation",coreclr,TOPIC2
"Improve handling of fixed register requirements",coreclr,TOPIC2
"Add code to verify that operations on short/long bitsets operate on the correct epoch.",coreclr,TOPIC2
".Net decimal vs SQL Server decimal",coreclr,TOPIC2
"JIT: consider inlining synchronized methods",coreclr,TOPIC2
"Investigate why SOS command 'ClrStack -i' does not work with code created through IMetaDataEmit.",coreclr,TOPIC2
"EC Save+Restore can be reduced",coreclr,TOPIC2
"JIT: consider taking advantage of non-null this in generic instance methods",coreclr,TOPIC2
"Support automatic generation of profiling file names to avoid potential conflicts",coreclr,TOPIC2
"JIT: reconsider how to express managed pointer creation null checks",coreclr,TOPIC2
"[Arm64/Unix] SOS 64K page support",coreclr,TOPIC2
"Jit: improve codegen for impRuntimeLookup",coreclr,TOPIC2
"Produce and upload symbols for Windows",coreclr,TOPIC2
"Produce and upload symbols for macOS",coreclr,TOPIC2
"Produce and upload symbols for Linux",coreclr,TOPIC2
"optimize delegate constructor in R2R for a virtual fp.",coreclr,TOPIC2
"dbgshm does not allow creation in a separate console",coreclr,TOPIC2
"[arm64] CQ Fix lowering of GT_LEA to only require single instruction",coreclr,TOPIC2
"JIT: consolidate type tracking mechanisms",coreclr,TOPIC2
"JIT: consider doing some type opts earlier",coreclr,TOPIC2
"Register spilling issue when using AsSpan and Slice causing slow performance",coreclr,TOPIC2
"[RyuJIT/x64] Generates extra mov ops",coreclr,TOPIC2
"Allow local vars live across EH to be enregistered.",coreclr,TOPIC2
"How to Navigate through source",coreclr,TOPIC2
"Update optimization flags/levels in jit interface",coreclr,TOPIC2
"CLR support for selective tracing",coreclr,TOPIC2
"Set profile weights correctly for the Internal blocks in JIT/Directed/UnrollLoop/loop3_il_d.exe",coreclr,TOPIC2
"JIT: review properties of jit helpers",coreclr,TOPIC2
"SignalAndWait is not implemented for Unix",coreclr,TOPIC2
"JIT throughtput: x86 encoder, for AVX",coreclr,TOPIC2
"JIT throughtput: CSE bitvector size, for x86",coreclr,TOPIC2
"JIT throughput idea: measuring frequently-inlined function cost",coreclr,TOPIC2
"JIT throughput: SimplerHashTable",coreclr,TOPIC2
"JIT throughput: noway_assert",coreclr,TOPIC2
"Linux symbol acquisition",coreclr,TOPIC2
"Do not use the INC or DEC instructions in x86 or x64 CodeGen",coreclr,TOPIC2
"Threadpool: CLR threadpool practically deadlocks on a large number of blockign work items",coreclr,TOPIC2
"Generic Type Check Inlining",coreclr,TOPIC2
"Investigate optimizing away Span<class> type checks",coreclr,TOPIC2
"Many members of System.Ref.Emit missing",coreclr,TOPIC2
"JIT: better optimization for CORINFO_HELP_RUNTIMEHANDLE_METHOD",coreclr,TOPIC2
"RyuJIT: tail call stress assert in importer on Linux",coreclr,TOPIC2
"Recursive Promotion of structs containing fields of structs with a single pointer-sized field",coreclr,TOPIC2
"RyuJIT/x86: REGMASK_BITS should be 16 for x86, not 32",coreclr,TOPIC2
"[x86/Linux] Enable FEATURE_FIXED_OUT_ARGS",coreclr,TOPIC2
"Faster MethodInfo.Invoke",coreclr,TOPIC2
"JIT: Assertion prop does unnecessary bitvector copying",coreclr,TOPIC2
"JIT: Assertion prop should generate fewer array-bound complement assertions",coreclr,TOPIC2
"Extend the MinOpts/GCtracking tweak to more platforms",coreclr,TOPIC2
"JIT: devirtualization next steps",coreclr,TOPIC2
"Split ARCH_SOURCES_DIR into target and platform ones",coreclr,TOPIC2
"Consider removing cross compilation setup code from compileoptions.cmake",coreclr,TOPIC2
"Micro-optimizing: Finding the middle of a given range",coreclr,TOPIC2
"SOS and IMetaDataEmit",coreclr,TOPIC2
"corerun needs better error messages",coreclr,TOPIC2
"Investigate changes in Buffer.MemCopy to bring into Span.Clear",coreclr,TOPIC2
"Struct copy using movs rather than SSE on x64",coreclr,TOPIC2
"JIT: register shuffles after the null inlinee gc refs change",coreclr,TOPIC2
"RyuJIT: Allow promotions of structs with fields of struct containing a single primitive field.",coreclr,TOPIC2
"JIT: add additional per-phase statistics to the time log",coreclr,TOPIC2
"Jit: track number of IR of nodes allocated per phase",coreclr,TOPIC2
"Add support for decimal in attribute parameters",coreclr,TOPIC2
"[Unix] Proposal to categorize unsupported/failing tests",coreclr,TOPIC2
"Review FEATURE_CORESYSTEM",coreclr,TOPIC2
"Improve LIR dumping in the JIT",coreclr,TOPIC2
"GT_FIELD of Vector3 has a MACK_Ind context in fgMorphField",coreclr,TOPIC2
"Heuristic meant to promote structs with no field access should consider the impact of passing to/from a call",coreclr,TOPIC2
"RyuJIT: Index Variable Widening optimization for array accesses",coreclr,TOPIC2
"RyuJIT: Fasta benchmark: hot method random() is not in-lined by legacy policy into SelectRandom()",coreclr,TOPIC2
"RyuJIT: RegexDNA bechmark: morphing of args could leave dead/unnecessary temps behind when method exceeds tracked local limit",coreclr,TOPIC2
"RyuJIT: Loop hoisting doesn't work for loops whose entry is not at the top ",coreclr,TOPIC2
"Add DumpHeapStat code to SOS.",coreclr,TOPIC2
"RyuJIT: redundant array bounds checks are not eliminated in fannkuch-redux bechmark hot method",coreclr,TOPIC2
"JIT: Optimize "and" of small type with larger constant",coreclr,TOPIC2
"[RyuJit] Declaring many vars causes stackspace spilling",coreclr,TOPIC2
"[RyuJit] Stackspace reservation is for pre-optimized code",coreclr,TOPIC2
"RyuJIT: Loop hoist invariant struct field accesses",coreclr,TOPIC2
"RyuJIT: Eliminate unnecessary struct copies that materialize after in-lining a method",coreclr,TOPIC2
"Add version.txt file to CoreCLR packages",coreclr,TOPIC2
"[Linux] Using DAC interfaces from outside CoreCLR build",coreclr,TOPIC2
"[RyuJIT] Unnecessary reg-to-reg moves in method prolog in pi-digits benchmark methods",coreclr,TOPIC2
"Disable creation of debugger FIFO pipes",coreclr,TOPIC2
"RyuJIT x86: dead lclVar in System.Text.StringBuilder:Insert",coreclr,TOPIC2
"RyuJIT in-lining policy: factor in the benefit of eliminating an address exposed obj-ref local ",coreclr,TOPIC2
"Struct getters are generating unneccessary instructions on x64 when struct contains floats",coreclr,TOPIC2
"Bring back Assembly Neutral Interfaces",coreclr,TOPIC2
"[RyuJIT/x86] redundant spill/fill of a long returned from a call",coreclr,TOPIC2
"RyuJit: Functions with stackalloc won't inline",coreclr,TOPIC2
"Enable RyuJIT Backend for ARM32",coreclr,TOPIC2
"RyuJIT: optimize test instruction in case of GT_EQ/NE(shift, 0)",coreclr,TOPIC2
"Huge performance difference with "Prefer 32-bit" on",coreclr,TOPIC2
"x86: improve code generation for passing promoted structs",coreclr,TOPIC2
"Revisit lclVar ref count updates when remorphing.",coreclr,TOPIC2
"RyuJIT/x86: import non-target intrinsics as intrinsics",coreclr,TOPIC2
"Add the ability to find out which instruction set is being used at System.Numerics",coreclr,TOPIC2
"Implement forward substitution utility to create larger trees for morph",coreclr,TOPIC2
"Implement missing expression optimizations in morph",coreclr,TOPIC2
"Partition morph into separate phases for required expansions and optimizations",coreclr,TOPIC2
"Caching lambda expressions used to manipulate objects using reflection",coreclr,TOPIC2
"Using Vector apis within S.P.CoreLib",coreclr,TOPIC2
"Add JIT intrinsic support to take advantage of Intel SSE4.2 crc32 instruction",coreclr,TOPIC2
"ILASM: Add ARM64 command line option",coreclr,TOPIC2
"Proposal: Introducing a JIT intrinsic for acquiring timestamps",coreclr,TOPIC2
"JIT: clarify contract for fgRemoveStmt",coreclr,TOPIC2
"A question about Math.Round intrinsic on x64",coreclr,TOPIC2
"JIT: opportunities for improving async state machine codegen",coreclr,TOPIC2
"JIT: EH pred cache lacks invalidation logic",coreclr,TOPIC2
"LSRA Reg Optional: Folding of operations using a tree temp",coreclr,TOPIC2
"LSRA Reg Optional: Folding of read-modify-write mem operations",coreclr,TOPIC2
"Optimize byte type comparisons",coreclr,TOPIC2
"Huffman Benchmark has opportunities to fold addressing modes",coreclr,TOPIC2
"Increase JIT compiler throughput",coreclr,TOPIC2
"Expose contention data through the Profiling APIs ",coreclr,TOPIC2
"LSRA: Improve spill placement",coreclr,TOPIC2
"LSRA: Heuristics for callee saved reg allocation. ",coreclr,TOPIC2
"RyuJIT bit testing issues",coreclr,TOPIC2
"LSRA: optimize spill location such that we don't end up spilling in a high weight basic block.",coreclr,TOPIC2
"SOS: Wide char output",coreclr,TOPIC2
